Year,Date_Collected,Hatch_Date,TL,Stage,Stage2,RM,DOY,meanC
2010,5/17/2010,5/5/2010,11.4,FM,2,52.4,136,14.55077077
2010,5/18/2010,5/7/2010,11.1,FM,2,38.8,137,14.70153462
2010,5/18/2010,5/7/2010,11.1,FM,2,33.7,137,14.70153462
2010,5/18/2010,5/7/2010,11.2,FM,2,39.9,137,14.70153462
2010,5/18/2010,5/6/2010,11.6,FM,2,38.9,137,14.70153462
2010,5/18/2010,5/5/2010,11.9,FM,2,38.8,137,14.70153462
2010,5/18/2010,5/4/2010,12,FM,2,33.7,137,14.70153462
2010,5/19/2010,5/12/2010,9.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/12/2010,9.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/12/2010,9.9,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/12/2010,10,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/12/2010,10.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/12/2010,10.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/12/2010,10.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.3,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.3,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.3,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/11/2010,10.4,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,25.,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.6,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,25.,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/10/2010,10.7,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,22.,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,22.,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/9/2010,10.8,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,100.5,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,22.,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,10.9,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/9/2010,11,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.1,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,22.,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,22.,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.2,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/8/2010,11.3,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,24.5,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,22.,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,17.7,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.4,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,107.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,107.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,25.,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,17.8,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,17.7,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/7/2010,11.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,17.7,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/7/2010,11.6,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/6/2010,11.7,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,22.,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,22.,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/6/2010,11.8,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/6/2010,11.9,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/6/2010,11.9,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/6/2010,11.9,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/6/2010,11.9,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,24.6,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,22.,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,13.9,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12.1,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/5/2010,12.2,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/5/2010,12.2,FM,2,20.9,138,14.83076077
2010,5/19/2010,5/5/2010,12.2,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/4/2010,12.3,FM,2,22.,138,14.83076077
2010,5/19/2010,5/4/2010,12.4,FM,2,107.6,138,14.83076077
2010,5/19/2010,5/4/2010,12.4,FM,2,12.4,138,14.83076077
2010,5/19/2010,5/4/2010,12.4,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/4/2010,12.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/4/2010,12.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/4/2010,12.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/3/2010,12.6,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/3/2010,12.6,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/3/2010,12.7,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/3/2010,12.7,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/3/2010,12.8,FM,2,10.,138,14.83076077
2010,5/19/2010,5/2/2010,12.9,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/2/2010,12.9,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/2/2010,13,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/2/2010,13,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/1/2010,13.2,FM,2,11.4,138,14.83076077
2010,5/19/2010,5/1/2010,13.3,FM,2,11.4,138,14.83076077
2010,5/19/2010,4/30/2010,13.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,4/30/2010,13.5,FM,2,11.4,138,14.83076077
2010,5/19/2010,4/28/2010,14.3,FM,2,11.4,138,14.83076077
2010,5/20/2010,5/14/2010,9.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.4,FM,2,75.5,139,15.0246
2010,5/20/2010,5/12/2010,10.4,FM,2,6.,139,15.0246
2010,5/20/2010,5/12/2010,10.4,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.6,FM,2,7.,139,15.0246
2010,5/20/2010,5/11/2010,10.6,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.6,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.6,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/11/2010,10.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,10.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,11,FM,2,84.1,139,15.0246
2010,5/20/2010,5/10/2010,11,FM,2,6.,139,15.0246
2010,5/20/2010,5/10/2010,11,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.1,FM,2,8.1,139,15.0246
2010,5/20/2010,5/9/2010,11.1,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.1,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.1,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.1,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/9/2010,11.3,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.4,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.4,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,7.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.6,FM,2,6.,139,15.0246
2010,5/20/2010,5/8/2010,11.6,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.7,FM,2,8.1,139,15.0246
2010,5/20/2010,5/7/2010,11.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.7,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.8,FM,2,96.4,139,15.0246
2010,5/20/2010,5/7/2010,11.8,FM,2,8.1,139,15.0246
2010,5/20/2010,5/7/2010,11.8,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.9,FM,2,8.1,139,15.0246
2010,5/20/2010,5/7/2010,11.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/7/2010,11.9,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12.1,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12.1,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12.1,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12.2,FM,2,93.3,139,15.0246
2010,5/20/2010,5/6/2010,12.2,FM,2,8.1,139,15.0246
2010,5/20/2010,5/6/2010,12.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/6/2010,12.2,FM,2,6.,139,15.0246
2010,5/20/2010,5/5/2010,12.3,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.4,FM,2,7.,139,15.0246
2010,5/20/2010,5/5/2010,12.5,FM,2,8.1,139,15.0246
2010,5/20/2010,5/5/2010,12.5,FM,2,6.,139,15.0246
2010,5/20/2010,5/4/2010,12.6,FM,2,8.1,139,15.0246
2010,5/20/2010,5/4/2010,12.6,FM,2,8.1,139,15.0246
2010,5/20/2010,5/4/2010,12.7,FM,2,93.3,139,15.0246
2010,5/20/2010,5/4/2010,12.7,FM,2,8.1,139,15.0246
2010,5/20/2010,5/4/2010,12.8,FM,2,8.1,139,15.0246
2010,5/20/2010,5/3/2010,12.9,FM,2,8.1,139,15.0246
2010,5/20/2010,5/3/2010,12.9,FM,2,8.1,139,15.0246
2010,5/20/2010,5/3/2010,13.1,FM,2,8.1,139,15.0246
2010,5/20/2010,5/3/2010,13.1,FM,2,8.1,139,15.0246
2010,5/20/2010,5/2/2010,13.2,FM,2,8.1,139,15.0246
2010,5/20/2010,5/1/2010,13.5,FM,2,8.1,139,15.0246
2010,5/20/2010,4/30/2010,13.8,FM,2,8.1,139,15.0246
2010,5/20/2010,4/30/2010,13.9,FM,2,8.1,139,15.0246
2010,5/21/2010,5/15/2010,9.8,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/12/2010,10.5,FM,2,52.9,140,15.21843923
2010,5/21/2010,5/11/2010,10.8,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/11/2010,11,FM,2,69.3,140,15.21843923
2010,5/21/2010,5/11/2010,11,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/11/2010,11,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/10/2010,11.1,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/9/2010,11.6,FM,2,72.6,140,15.21843923
2010,5/21/2010,5/9/2010,11.6,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/8/2010,11.7,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/8/2010,11.7,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/8/2010,11.9,FM,2,61.3,140,15.21843923
2010,5/21/2010,5/7/2010,12.2,FM,2,72.6,140,15.21843923
2010,6/14/2010,6/2/2010,11.5,FM,2,139.7,164,18.78651692
2010,6/14/2010,5/27/2010,13.2,FM,2,52.4,164,18.78651692
2010,6/15/2010,6/4/2010,11.3,FM,2,41.8,165,19.00189385
2010,6/15/2010,6/1/2010,12.1,FM,2,128.5,165,19.00189385
2010,6/16/2010,6/7/2010,10.6,FM,2,13.9,166,19.19573308
2010,6/16/2010,6/6/2010,11,FM,2,11.4,166,19.19573308
2010,6/16/2010,6/4/2010,11.5,FM,2,13.9,166,19.19573308
2010,6/16/2010,6/4/2010,11.6,FM,2,13.9,166,19.19573308
2010,6/16/2010,6/3/2010,11.8,FM,2,104.4,166,19.19573308
2010,6/16/2010,6/3/2010,11.8,FM,2,22.4,166,19.19573308
2010,6/16/2010,6/3/2010,11.8,FM,2,13.9,166,19.19573308
2010,6/16/2010,6/3/2010,11.9,FM,2,13.9,166,19.19573308
2010,6/16/2010,6/3/2010,11.9,FM,2,11.4,166,19.19573308
2010,6/16/2010,6/2/2010,12,FM,2,11.4,166,19.19573308
2010,6/16/2010,6/2/2010,12.1,FM,2,22.4,166,19.19573308
2010,6/16/2010,6/2/2010,12.1,FM,2,11.4,166,19.19573308
2010,6/16/2010,6/1/2010,12.3,FM,2,11.4,166,19.19573308
2010,6/16/2010,6/1/2010,12.5,FM,2,11.4,166,19.19573308
2010,6/16/2010,5/30/2010,13,FM,2,11.4,166,19.19573308
2010,6/16/2010,5/28/2010,13.7,FM,2,11.4,166,19.19573308
2010,6/17/2010,6/8/2010,10.6,FM,2,5.1,167,19.26034615
2010,6/17/2010,6/6/2010,11.1,FM,2,9.6,167,19.26034615
2010,6/17/2010,6/6/2010,11.3,FM,2,5.1,167,19.26034615
2010,6/17/2010,6/5/2010,11.5,FM,2,7.,167,19.26034615
2010,6/17/2010,6/4/2010,11.8,FM,2,9.6,167,19.26034615
2010,6/17/2010,6/3/2010,12,FM,2,9.6,167,19.26034615
2010,6/17/2010,6/3/2010,12,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/3/2010,12.1,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/3/2010,12.1,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/3/2010,12.2,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/3/2010,12.2,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/3/2010,12.2,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/2/2010,12.4,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/1/2010,12.7,FM,2,8.1,167,19.26034615
2010,6/17/2010,6/1/2010,12.8,FM,2,96.3,167,19.26034615
2010,6/17/2010,5/30/2010,13.2,FM,2,8.1,167,19.26034615
2010,6/18/2010,6/11/2010,10.1,FM,2,65.2,168,19.32495923
2010,6/18/2010,6/9/2010,10.5,FM,2,65.2,168,19.32495923
2010,6/18/2010,6/8/2010,11,FM,2,63.5,168,19.32495923
2010,6/18/2010,6/5/2010,11.7,FM,2,63.5,168,19.32495923
2010,6/18/2010,6/4/2010,12.2,FM,2,72.2,168,19.32495923
2010,6/18/2010,6/3/2010,12.4,FM,2,75.1,168,19.32495923
2010,6/18/2010,6/2/2010,12.6,FM,2,75.1,168,19.32495923
2011,5/16/2011,5/4/2011,11.5,FM,2,137.9,135,15.50919808
2011,5/16/2011,5/4/2011,11.5,FM,2,137.9,135,15.50919808
2011,5/16/2011,5/4/2011,11.5,FM,2,134.5,135,15.50919808
2011,5/16/2011,5/3/2011,11.8,FM,2,134.5,135,15.50919808
2011,5/16/2011,5/1/2011,12.4,FM,2,74.9,135,15.50919808
2011,5/17/2011,5/8/2011,10.5,FM,2,113.2,136,15.54868385
2011,5/17/2011,5/8/2011,10.7,FM,2,113.2,136,15.54868385
2011,5/17/2011,5/8/2011,10.7,FM,2,57.9,136,15.54868385
2011,5/17/2011,5/7/2011,10.8,FM,2,116.9,136,15.54868385
2011,5/17/2011,5/7/2011,10.8,FM,2,113.2,136,15.54868385
2011,5/17/2011,5/7/2011,10.8,FM,2,59.8,136,15.54868385
2011,5/17/2011,5/7/2011,10.9,FM,2,113.2,136,15.54868385
2011,5/17/2011,5/7/2011,10.9,FM,2,59.8,136,15.54868385
2011,5/17/2011,5/7/2011,11,FM,2,119.5,136,15.54868385
2011,5/17/2011,5/7/2011,11,FM,2,116.9,136,15.54868385
2011,5/17/2011,5/7/2011,11,FM,2,116.9,136,15.54868385
2011,5/17/2011,5/7/2011,11,FM,2,113.2,136,15.54868385
